Invoice Number,Date Time,Customer ID,Product ID,Quantity,Price per Unit,Return Status,Sales Channel,Total Sales,Customer Age Group,Region,Product Category
6947,1/1/2021 6:52,49,22,5,81.76,Not Returned,Online,408.8,26-35,West,Clothing
6948,9/1/2021 18:06,21,20,3,93.11,Not Returned,Online,279.33,26-35,East,Clothing
6950,10/1/2021 0:42,23,36,2,67.63,Not Returned,In-Store,135.26,46-55,East,Clothing
6952,4/1/2021 23:14,28,29,5,90.56,Not Returned,Online,452.8,26-35,South,Foot wear
6953,8/1/2021 4:11,60,9,5,95.79,Not Returned,In-Store,478.95,26-35,West,Foot wear
6954,4/1/2021 21:33,99,27,2,87.47,Not Returned,In-Store,174.94,26-35,South,Foot wear
6955,10/1/2021 8:38,83,32,1,28.43,Not Returned,In-Store,28.43,56+,East,Clothing
6956,5/1/2021 2:44,74,17,5,75.61,Not Returned,Online,378.05,26-35,West,Accessories
6957,10/1/2021 10:34,55,36,3,75.93,Not Returned,Online,227.79,36-45,East,Clothing
6958,7/1/2021 22:54,24,33,5,93.46,Not Returned,Online,467.3,18-25,South,Accessories
6960,5/1/2021 12:34,80,41,4,44.59,Not Returned,Online,178.36,46-55,East,Accessories
6961,2/1/2021 0:37,70,4,3,81.61,Not Returned,In-Store,244.83,46-55,North,Clothing
6962,11/1/2021 0:40,100,49,3,46.75,Not Returned,Online,140.25,18-25,West,Foot wear
6963,4/1/2021 16:22,45,11,1,45.22,Not Returned,Online,45.22,26-35,North,Clothing
6964,9/1/2021 16:53,68,27,5,55.28,Not Returned,Online,276.4,26-35,North,Foot wear
6965,8/1/2021 6:29,13,40,3,67.8,Not Returned,Online,203.4,56+,North,Accessories
6966,9/1/2021 19:59,51,45,1,41.06,Not Returned,Online,41.06,46-55,East,Foot wear
10678,11/1/2021 8:30,68,12,6,64.36,Not Returned,In-Store,386.16,26-35,North,Clothing
6968,11/1/2021 6:16,90,13,1,44.21,Not Returned,Online,44.21,36-45,North,Foot wear
6969,5/1/2021 3:21,44,26,3,91.6,Not Returned,In-Store,274.8,26-35,East,Foot wear
6970,3/1/2021 5:14,92,30,1,36.72,Not Returned,Online,36.72,18-25,South,Clothing
6971,8/1/2021 5:43,61,43,7,51.05,Not Returned,Online,357.35,26-35,East,Clothing
6972,9/1/2021 16:13,58,5,6,87.19,Not Returned,In-Store,523.14,26-35,West,Clothing
6973,11/1/2021 6:24,85,17,1,26.7,Not Returned,Online,26.7,18-25,North,Accessories
6974,8/1/2021 9:22,99,26,6,94.15,Not Returned,In-Store,564.9,26-35,South,Foot wear
6975,2/1/2021 17:30,42,8,1,30.03,Not Returned,In-Store,30.03,18-25,East,Accessories
6976,2/1/2021 3:54,98,26,3,83.82,Not Returned,Online,251.46,26-35,East,Foot wear
6977,3/1/2021 6:05,9,31,4,30.64,Not Returned,Online,122.56,36-45,East,Clothing
6979,7/1/2021 13:46,50,20,2,23.62,Not Returned,Online,47.24,46-55,South,Clothing
6980,5/1/2021 1:16,81,20,5,23.23,Not Returned,Online,116.15,56+,West,Clothing
6981,5/1/2021 3:03,62,47,7,92.9,Not Returned,In-Store,650.3,46-55,East,Foot wear
6982,3/1/2021 4:07,37,46,3,34.3,Not Returned,In-Store,102.9,36-45,South,Clothing
6983,6/1/2021 11:18,30,23,5,79.3,Not Returned,Online,396.5,46-55,East,Clothing
6985,2/1/2021 12:10,74,26,1,75.68,Not Returned,In-Store,75.68,26-35,West,Foot wear
6987,6/1/2021 16:53,55,16,5,99.13,Not Returned,In-Store,495.65,36-45,East,Foot wear
6990,6/1/2021 19:24,8,18,5,33.57,Not Returned,Online,167.85,NA,West,Foot wear
6991,1/1/2021 13:48,17,35,1,51.23,Not Returned,In-Store,51.23,46-55,South,Foot wear
6992,7/1/2021 23:39,26,27,3,63.02,Not Returned,Online,189.06,36-45,East,Foot wear
6993,3/1/2021 18:26,89,19,2,63.75,Not Returned,Online,127.5,46-55,North,Foot wear
6994,9/1/2021 21:50,10,34,6,83.5,Not Returned,In-Store,501,56+,East,Foot wear
6995,6/1/2021 4:23,70,12,7,43.1,Not Returned,Online,301.7,46-55,North,Clothing
6996,8/1/2021 9:13,61,4,5,66.97,Not Returned,In-Store,334.85,26-35,East,Clothing
6998,8/1/2021 3:31,53,17,5,22.47,Not Returned,Online,112.35,46-55,East,Accessories
6999,1/1/2021 12:22,28,39,4,89.21,Not Returned,Online,356.84,26-35,South,Accessories
7000,4/1/2021 19:26,69,18,1,61.8,Not Returned,In-Store,61.8,46-55,South,Foot wear
7001,7/1/2021 13:21,89,31,3,24.44,Not Returned,Online,73.32,46-55,North,Clothing
7002,4/1/2021 4:48,69,41,6,81.03,Not Returned,Online,486.18,46-55,South,Accessories
7003,4/1/2021 7:41,99,26,4,36.21,Not Returned,Online,144.84,26-35,South,Foot wear
7004,3/1/2021 17:16,79,15,6,92,Not Returned,Online,552,46-55,South,Foot wear
7005,6/1/2021 5:37,19,22,6,92.68,Not Returned,Online,556.08,18-25,East,Clothing
7006,6/1/2021 2:06,31,45,3,34.28,Not Returned,Online,102.84,36-45,South,Foot wear
7007,9/1/2021 12:38,79,18,5,82.98,Not Returned,In-Store,414.9,46-55,South,Foot wear
7008,7/1/2021 12:15,87,6,5,71.61,Not Returned,Online,358.05,18-25,South,Accessories
7009,2/1/2021 18:20,90,29,6,86.3,Not Returned,Online,517.8,36-45,North,Foot wear
7010,3/1/2021 5:17,41,3,3,55.21,Not Returned,In-Store,165.63,46-55,East,Foot wear
7011,10/1/2021 15:27,66,11,7,54.21,Not Returned,Online,379.47,46-55,South,Clothing
7013,6/1/2021 5:37,76,46,7,22.03,Not Returned,Online,154.21,26-35,West,Clothing
7014,10/1/2021 16:36,46,13,2,95.6,Not Returned,In-Store,191.2,18-25,West,Foot wear
7015,3/1/2021 20:56,97,27,1,77.23,Not Returned,Online,77.23,56+,East,Foot wear
7016,1/1/2021 1:00,17,9,7,68.92,Not Returned,Online,482.44,46-55,South,Foot wear
7017,6/1/2021 16:42,27,45,1,94.99,Not Returned,Online,94.99,36-45,North,Foot wear
7018,4/1/2021 21:03,77,20,1,52.74,Not Returned,Online,52.74,18-25,West,Clothing
7020,4/1/2021 1:30,55,19,4,57.33,Not Returned,In-Store,229.32,36-45,East,Foot wear
7021,4/1/2021 15:51,56,4,7,30.43,Not Returned,In-Store,213.01,18-25,East,Clothing
7022,8/1/2021 18:31,3,1,1,33.4,Not Returned,In-Store,33.4,36-45,North,Accessories
7023,8/1/2021 4:31,11,17,6,57.83,Not Returned,In-Store,346.98,46-55,South,Accessories
7024,6/1/2021 6:50,5,1,3,27.97,Not Returned,Online,83.91,56+,West,Accessories
7025,7/1/2021 17:24,18,5,7,30.69,Not Returned,In-Store,214.83,56+,East,Clothing
7026,10/1/2021 18:40,12,21,7,54.17,Not Returned,In-Store,379.19,36-45,West,Clothing
7027,9/1/2021 17:35,5,18,3,66.56,Not Returned,Online,199.68,56+,West,Foot wear
7028,10/1/2021 13:51,86,44,6,81.29,Not Returned,Online,487.74,18-25,East,Accessories
7029,11/1/2021 1:41,15,9,1,48.52,Not Returned,Online,48.52,46-55,West,Foot wear
7030,3/1/2021 1:34,89,21,4,94.47,Not Returned,In-Store,377.88,46-55,North,Clothing
7031,11/1/2021 5:07,9,38,7,35.43,Not Returned,Online,248.01,36-45,East,Foot wear
7032,9/1/2021 17:43,20,42,5,61.51,Not Returned,Online,307.55,46-55,North,Foot wear
7033,1/1/2021 19:49,28,34,3,74.27,Not Returned,Online,222.81,26-35,South,Foot wear
7034,9/1/2021 12:58,54,41,5,75.99,Not Returned,In-Store,379.95,56+,East,Accessories
7035,3/1/2021 19:29,34,33,4,28.5,Not Returned,In-Store,114,18-25,North,Accessories
7036,2/1/2021 23:09,47,10,3,52.16,Not Returned,Online,156.48,26-35,East,Foot wear
7037,5/1/2021 12:12,5,20,4,86.54,Not Returned,In-Store,346.16,56+,West,Clothing
7038,10/1/2021 14:07,58,47,1,94.14,Not Returned,In-Store,94.14,26-35,West,Foot wear
7039,9/1/2021 1:40,87,23,2,79.18,Not Returned,Online,158.36,18-25,South,Clothing
7040,2/1/2021 14:48,34,4,6,64.94,Not Returned,Online,389.64,18-25,North,Clothing
7041,6/1/2021 5:04,73,44,7,55.91,Not Returned,Online,391.37,56+,West,Accessories
7043,2/1/2021 22:08,39,1,4,45.75,Not Returned,Online,183,18-25,West,Accessories
7044,10/1/2021 5:43,58,28,5,28.2,Not Returned,Online,141,26-35,West,Foot wear
7045,7/1/2021 17:02,85,43,6,91.56,Not Returned,Online,549.36,18-25,North,Clothing
7046,10/1/2021 1:46,61,50,7,65.01,Not Returned,Online,455.07,26-35,East,Accessories
7047,1/1/2021 14:11,91,7,2,92.27,Not Returned,In-Store,184.54,36-45,East,Foot wear
7048,3/1/2021 2:12,27,21,4,63.62,Not Returned,Online,254.48,36-45,North,Clothing
7049,1/1/2021 20:28,61,23,1,60.94,Not Returned,Online,60.94,26-35,East,Clothing
7050,1/1/2021 13:37,28,1,5,41.33,Not Returned,Online,206.65,26-35,South,Accessories
7051,10/1/2021 0:20,48,1,5,26.18,Not Returned,Online,130.9,56+,West,Accessories
7052,11/1/2021 6:27,14,49,4,82.2,Not Returned,Online,328.8,26-35,East,Foot wear
7053,5/1/2021 4:41,53,41,1,59.4,Not Returned,In-Store,59.4,46-55,East,Accessories
7054,4/1/2021 16:06,11,11,5,23.85,Not Returned,Online,119.25,46-55,South,Clothing
7055,3/1/2021 8:31,70,27,2,62.83,Not Returned,Online,125.66,46-55,North,Foot wear
7056,9/1/2021 4:04,84,49,1,27.55,Not Returned,Online,27.55,56+,West,Foot wear
7057,7/1/2021 13:52,38,17,1,51.01,Not Returned,Online,51.01,56+,South,Accessories
7058,2/1/2021 18:14,19,43,6,83.61,Not Returned,Online,501.66,18-25,East,Clothing
7060,5/1/2021 4:16,87,16,2,33.2,Not Returned,Online,66.4,18-25,South,Foot wear
7061,5/1/2021 6:25,92,23,2,50.5,Not Returned,Online,101,18-25,South,Clothing
7062,7/1/2021 8:56,64,9,5,52.47,Not Returned,Online,262.35,26-35,South,Foot wear
7063,10/1/2021 5:03,69,25,7,84.51,Not Returned,Online,591.57,46-55,South,Clothing
7064,3/1/2021 3:45,27,20,7,52.3,Not Returned,Online,366.1,36-45,North,Clothing
7065,2/1/2021 16:57,49,3,4,95.06,Not Returned,In-Store,380.24,26-35,West,Foot wear
7066,5/1/2021 23:49,98,44,7,20.96,Not Returned,Online,146.72,26-35,East,Accessories
7067,2/1/2021 13:26,39,28,6,55.1,Not Returned,Online,330.6,18-25,West,Foot wear
7068,4/1/2021 22:25,36,1,4,53.24,Not Returned,Online,212.96,56+,East,Accessories
7069,11/1/2021 9:12,81,3,7,73.7,Not Returned,Online,515.9,56+,West,Foot wear
7070,1/1/2021 18:37,23,50,3,80.74,Not Returned,Online,242.22,46-55,East,Accessories
7071,1/1/2021 15:42,11,1,5,82.88,Not Returned,Online,414.4,46-55,South,Accessories
7072,5/1/2021 15:59,11,50,5,21.77,Not Returned,In-Store,108.85,46-55,South,Accessories
7073,5/1/2021 15:18,42,3,6,99.31,Not Returned,In-Store,595.86,18-25,East,Foot wear
7074,2/1/2021 20:47,61,25,4,96.16,Not Returned,Online,384.64,26-35,East,Clothing
7075,5/1/2021 21:15,96,16,1,62.01,Not Returned,Online,62.01,36-45,North,Foot wear
7076,6/1/2021 1:49,65,34,7,81.05,Not Returned,Online,567.35,26-35,West,Foot wear
7077,3/1/2021 16:37,80,9,2,70.66,Not Returned,In-Store,141.32,46-55,East,Foot wear
7078,8/1/2021 14:53,94,47,2,97.77,Not Returned,Online,195.54,36-45,West,Foot wear
7079,11/1/2021 1:13,49,9,5,59.5,Not Returned,Online,297.5,26-35,West,Foot wear
7080,3/1/2021 21:02,53,23,4,80.42,Not Returned,Online,321.68,46-55,East,Clothing
7081,4/1/2021 3:34,86,41,7,32.11,Not Returned,In-Store,224.77,18-25,East,Accessories
7083,8/1/2021 20:09,46,23,5,85.48,Not Returned,In-Store,427.4,18-25,West,Clothing
7084,9/1/2021 16:16,97,36,5,52.55,Not Returned,Online,262.75,56+,East,Clothing
7085,2/1/2021 1:13,47,40,3,66.92,Not Returned,In-Store,200.76,26-35,East,Accessories
7086,6/1/2021 2:19,70,26,3,24.49,Not Returned,In-Store,73.47,46-55,North,Foot wear
7087,1/1/2021 10:23,67,42,4,97.9,Not Returned,Online,391.6,26-35,South,Foot wear
7088,5/1/2021 0:07,85,8,5,65.16,Not Returned,Online,325.8,18-25,North,Accessories
7089,9/1/2021 5:40,22,24,3,88.45,Not Returned,Online,265.35,56+,North,Accessories
7091,1/1/2021 11:08,86,25,2,29.13,Not Returned,In-Store,58.26,18-25,East,Clothing
7092,8/1/2021 10:35,34,42,4,60.21,Not Returned,Online,240.84,18-25,North,Foot wear
7093,5/1/2021 6:38,81,5,3,93.14,Not Returned,In-Store,279.42,56+,West,Clothing
7094,4/1/2021 3:38,5,26,1,92.28,Not Returned,In-Store,92.28,56+,West,Foot wear
7095,11/1/2021 3:52,7,24,4,27.81,Not Returned,Online,111.24,NA,North,Accessories
7096,4/1/2021 2:27,8,48,6,52.1,Not Returned,In-Store,312.6,NA,West,Foot wear
7097,10/1/2021 5:36,77,24,7,38.29,Not Returned,Online,268.03,18-25,West,Accessories
7098,1/1/2021 0:59,9,19,5,69.26,Not Returned,In-Store,346.3,36-45,East,Foot wear
7100,5/1/2021 8:27,16,8,4,85.54,Not Returned,Online,342.16,26-35,West,Accessories
7101,6/1/2021 17:11,70,24,5,68.18,Not Returned,In-Store,340.9,46-55,North,Accessories
7103,10/1/2021 9:49,29,46,6,89.4,Not Returned,In-Store,536.4,46-55,East,Clothing
7104,4/1/2021 12:34,46,10,7,39.71,Not Returned,In-Store,277.97,18-25,West,Foot wear
7105,2/1/2021 16:19,60,4,5,38.44,Not Returned,Online,192.2,26-35,West,Clothing
7106,4/1/2021 9:49,43,13,4,70.93,Not Returned,In-Store,283.72,46-55,West,Foot wear
7107,11/1/2021 5:11,52,30,6,62.67,Not Returned,Online,376.02,46-55,East,Clothing
7108,4/1/2021 5:58,51,29,3,82.84,Not Returned,In-Store,248.52,46-55,East,Foot wear
7109,9/1/2021 22:52,12,4,1,91.78,Not Returned,Online,91.78,36-45,West,Clothing
7110,9/1/2021 22:46,47,14,4,80.98,Not Returned,Online,323.92,26-35,East,Clothing
7111,10/1/2021 10:03,68,26,6,54.4,Not Returned,Online,326.4,26-35,North,Foot wear
7112,7/1/2021 6:01,85,15,2,43.43,Not Returned,Online,86.86,18-25,North,Foot wear
7113,2/1/2021 21:35,70,4,4,90.86,Not Returned,Online,363.44,46-55,North,Clothing
7114,1/1/2021 5:13,70,35,1,23.85,Not Returned,Online,23.85,46-55,North,Foot wear
7115,7/1/2021 18:05,58,44,6,42.72,Not Returned,Online,256.32,26-35,West,Accessories
7117,7/1/2021 10:55,48,48,6,61.64,Not Returned,In-Store,369.84,56+,West,Foot wear
7118,8/1/2021 20:13,32,12,2,91.99,Not Returned,Online,183.98,46-55,East,Clothing
7119,2/1/2021 19:30,52,18,1,70.1,Not Returned,Online,70.1,46-55,East,Foot wear
7120,5/1/2021 19:15,70,9,6,33.06,Not Returned,Online,198.36,46-55,North,Foot wear
7121,5/1/2021 22:55,37,49,3,68.79,Not Returned,Online,206.37,36-45,South,Foot wear
7123,7/1/2021 2:42,73,42,6,68.74,Not Returned,Online,412.44,56+,West,Foot wear
7124,8/1/2021 12:01,21,7,3,81.89,Not Returned,Online,245.67,26-35,East,Foot wear
7125,8/1/2021 2:33,84,42,3,89.23,Not Returned,Online,267.69,56+,West,Foot wear
7126,3/1/2021 18:40,83,48,2,28.13,Not Returned,Online,56.26,56+,East,Foot wear
7127,8/1/2021 18:58,54,20,5,62.12,Not Returned,Online,310.6,56+,East,Clothing
7128,2/1/2021 8:42,63,13,5,35.05,Not Returned,Online,175.25,56+,East,Foot wear
7129,11/1/2021 8:41,42,29,5,26.33,Not Returned,Online,131.65,18-25,East,Foot wear
7130,8/1/2021 5:15,4,20,7,52.67,Not Returned,In-Store,368.69,56+,West,Clothing
7131,4/1/2021 10:39,26,11,2,48.02,Not Returned,Online,96.04,36-45,East,Clothing
7132,11/1/2021 0:21,88,3,6,77.28,Not Returned,Online,463.68,18-25,North,Foot wear
7133,3/1/2021 18:38,22,34,7,88.41,Not Returned,Online,618.87,56+,North,Foot wear
7134,5/1/2021 14:22,85,15,3,25.58,Not Returned,In-Store,76.74,18-25,North,Foot wear
7135,6/1/2021 14:49,98,41,5,90.27,Not Returned,Online,451.35,26-35,East,Accessories
7136,4/1/2021 12:19,50,6,5,74.52,Not Returned,Online,372.6,46-55,South,Accessories
7137,1/1/2021 15:47,36,1,2,51.85,Not Returned,In-Store,103.7,56+,East,Accessories
7138,9/1/2021 19:10,81,32,6,96.29,Not Returned,Online,577.74,56+,West,Clothing
7139,7/1/2021 23:02,88,31,5,44.18,Not Returned,Online,220.9,18-25,North,Clothing
7141,11/1/2021 0:07,97,46,6,98.4,Not Returned,In-Store,590.4,56+,East,Clothing
7142,10/1/2021 22:48,97,35,7,44.17,Not Returned,In-Store,309.19,56+,East,Foot wear
7143,8/1/2021 14:59,21,47,5,71.08,Not Returned,In-Store,355.4,26-35,East,Foot wear
7144,8/1/2021 19:07,2,16,4,79.79,Not Returned,Online,319.16,56+,East,Foot wear
7145,1/1/2021 0:07,4,6,5,60.1,Not Returned,In-Store,300.5,56+,West,Accessories
7146,10/1/2021 23:22,14,28,7,74.87,Not Returned,In-Store,524.09,26-35,East,Foot wear
7147,2/1/2021 1:47,20,22,5,59.36,Not Returned,Online,296.8,46-55,North,Clothing
7148,7/1/2021 6:14,31,4,4,93.47,Not Returned,In-Store,373.88,36-45,South,Clothing
7149,4/1/2021 3:05,1,13,3,80.4,Not Returned,In-Store,241.2,46-55,West,Foot wear
7151,11/1/2021 9:54,20,10,4,77.35,Not Returned,Online,309.4,46-55,North,Foot wear
7152,4/1/2021 6:59,6,32,5,29.65,Not Returned,In-Store,148.25,26-35,South,Clothing
7153,1/1/2021 7:24,22,29,2,26.35,Not Returned,Online,52.7,56+,North,Foot wear
7155,9/1/2021 18:54,44,11,1,84.32,Not Returned,In-Store,84.32,26-35,East,Clothing
7156,6/1/2021 23:58,39,50,6,45.81,Not Returned,Online,274.86,18-25,West,Accessories
7157,4/1/2021 11:10,47,40,7,74.97,Not Returned,Online,524.79,26-35,East,Accessories
7158,7/1/2021 2:25,92,22,4,96.31,Not Returned,In-Store,385.24,18-25,South,Clothing
7159,11/1/2021 7:15,46,44,4,78.82,Not Returned,In-Store,315.28,18-25,West,Accessories
7160,3/1/2021 20:33,65,15,7,41.24,Not Returned,In-Store,288.68,26-35,West,Foot wear
7161,6/1/2021 21:42,93,24,6,56.97,Not Returned,In-Store,341.82,36-45,North,Accessories
7162,3/1/2021 10:41,4,49,4,47.99,Not Returned,Online,191.96,56+,West,Foot wear
7163,3/1/2021 3:10,52,16,3,62.14,Not Returned,In-Store,186.42,46-55,East,Foot wear
7164,9/1/2021 4:32,99,37,3,81.34,Not Returned,Online,244.02,26-35,South,Foot wear
7165,4/1/2021 0:16,40,45,6,26.9,Not Returned,Online,161.4,26-35,East,Foot wear
7166,4/1/2021 22:32,56,14,1,78.01,Not Returned,Online,78.01,18-25,East,Clothing
7167,11/1/2021 9:17,6,44,3,40.38,Not Returned,In-Store,121.14,26-35,South,Accessories
7169,4/1/2021 5:16,63,14,4,23.73,Not Returned,In-Store,94.92,56+,East,Clothing
7170,7/1/2021 5:20,11,4,7,48.72,Not Returned,In-Store,341.04,46-55,South,Clothing
7173,4/1/2021 2:08,2,31,4,48.8,Not Returned,Online,195.2,56+,East,Clothing
7174,4/1/2021 11:53,95,32,7,92.83,Not Returned,Online,649.81,18-25,North,Clothing
7175,11/1/2021 4:01,45,20,2,24.08,Not Returned,Online,48.16,26-35,North,Clothing
7176,7/1/2021 4:28,25,3,3,54.14,Not Returned,In-Store,162.42,18-25,East,Foot wear
7177,1/1/2021 21:51,92,45,3,86.22,Not Returned,Online,258.66,18-25,South,Foot wear
7178,6/1/2021 19:01,44,7,7,45.26,Not Returned,Online,316.82,26-35,East,Foot wear
7179,9/1/2021 4:05,84,25,6,47.94,Not Returned,Online,287.64,56+,West,Clothing
7180,3/1/2021 12:00,67,3,3,36.3,Not Returned,Online,108.9,26-35,South,Foot wear
7181,5/1/2021 9:26,94,5,3,54.89,Not Returned,Online,164.67,36-45,West,Clothing
7182,9/1/2021 0:02,42,47,1,88.76,Not Returned,In-Store,88.76,18-25,East,Foot wear
7184,3/1/2021 16:16,84,18,1,39.45,Not Returned,In-Store,39.45,56+,West,Foot wear
7185,4/1/2021 3:20,44,44,1,22.74,Not Returned,In-Store,22.74,26-35,East,Accessories
7186,2/1/2021 20:01,19,23,6,33.75,Not Returned,In-Store,202.5,18-25,East,Clothing
7187,1/1/2021 22:17,40,28,6,91.23,Not Returned,In-Store,547.38,26-35,East,Foot wear
7188,8/1/2021 6:08,45,33,2,44.89,Not Returned,Online,89.78,26-35,North,Accessories
7189,5/1/2021 1:49,79,39,3,65.92,Not Returned,Online,197.76,46-55,South,Accessories
7191,1/1/2021 22:43,27,34,7,95.55,Not Returned,In-Store,668.85,36-45,North,Foot wear
7192,10/1/2021 8:56,94,27,4,61.04,Not Returned,Online,244.16,36-45,West,Foot wear
7193,8/1/2021 12:53,26,49,4,28.43,Not Returned,Online,113.72,36-45,East,Foot wear
7194,5/1/2021 4:09,16,16,3,53.29,Not Returned,Online,159.87,26-35,West,Foot wear
7195,4/1/2021 1:33,24,48,2,91.04,Not Returned,In-Store,182.08,18-25,South,Foot wear
7196,4/1/2021 9:31,89,43,6,33.71,Not Returned,Online,202.26,46-55,North,Clothing
7197,5/1/2021 8:01,36,9,7,88.03,Not Returned,In-Store,616.21,56+,East,Foot wear
7198,11/1/2021 2:51,91,38,2,66.96,Not Returned,In-Store,133.92,36-45,East,Foot wear
7199,2/1/2021 23:05,49,47,3,89,Not Returned,Online,267,26-35,West,Foot wear
7200,1/1/2021 20:21,42,36,3,25.82,Not Returned,In-Store,77.46,18-25,East,Clothing
7201,4/1/2021 15:54,31,22,5,69.38,Not Returned,Online,346.9,36-45,South,Clothing
7202,1/1/2021 14:00,12,40,7,37.72,Not Returned,Online,264.04,36-45,West,Accessories
7203,9/1/2021 10:43,81,20,2,67.92,Not Returned,Online,135.84,56+,West,Clothing
7204,2/1/2021 4:49,30,28,2,52.85,Not Returned,Online,105.7,46-55,East,Foot wear
7205,3/1/2021 2:47,72,34,3,25.36,Not Returned,Online,76.08,56+,South,Foot wear
7206,5/1/2021 0:01,47,22,1,83.72,Not Returned,Online,83.72,26-35,East,Clothing
7207,6/1/2021 7:57,86,11,1,62.54,Not Returned,In-Store,62.54,18-25,East,Clothing
7208,2/1/2021 4:40,78,1,6,81.46,Not Returned,In-Store,488.76,46-55,South,Accessories
7209,11/1/2021 8:43,96,23,5,46.23,Not Returned,Online,231.15,36-45,North,Clothing
7210,1/1/2021 14:14,75,4,1,45.79,Not Returned,Online,45.79,56+,West,Clothing
7211,8/1/2021 15:33,42,15,5,59.8,Not Returned,In-Store,299,18-25,East,Foot wear
7212,7/1/2021 1:43,40,11,2,25.32,Not Returned,In-Store,50.64,26-35,East,Clothing
7213,7/1/2021 9:50,97,9,4,38.47,Not Returned,In-Store,153.88,56+,East,Foot wear
7214,6/1/2021 3:02,57,2,4,72.62,Not Returned,Online,290.48,46-55,North,Clothing
7215,11/1/2021 1:09,89,15,1,44.97,Not Returned,Online,44.97,46-55,North,Foot wear
7216,3/1/2021 7:38,75,8,3,20.26,Not Returned,Online,60.78,56+,West,Accessories
7217,8/1/2021 4:15,12,39,1,70.53,Not Returned,Online,70.53,36-45,West,Accessories
7218,10/1/2021 6:07,8,35,3,63.35,Not Returned,In-Store,190.05,NA,West,Foot wear
7219,11/1/2021 6:07,18,2,4,66.99,Not Returned,In-Store,267.96,56+,East,Clothing
7220,2/1/2021 9:18,90,9,2,48.09,Not Returned,Online,96.18,36-45,North,Foot wear
7221,5/1/2021 3:07,41,44,7,23.24,Not Returned,In-Store,162.68,46-55,East,Accessories
7222,3/1/2021 0:38,4,30,4,65.21,Not Returned,Online,260.84,56+,West,Clothing
7223,9/1/2021 15:45,83,2,7,44.72,Not Returned,Online,313.04,56+,East,Clothing
7224,3/1/2021 12:32,81,36,2,36.35,Not Returned,Online,72.7,56+,West,Clothing
7225,8/1/2021 8:12,84,32,6,53.34,Not Returned,Online,320.04,56+,West,Clothing
7226,1/1/2021 11:38,50,13,1,71.18,Not Returned,In-Store,71.18,46-55,South,Foot wear
7227,11/1/2021 4:25,66,31,6,32.24,Not Returned,Online,193.44,46-55,South,Clothing
7228,3/1/2021 22:39,71,3,6,41.95,Not Returned,Online,251.7,18-25,North,Foot wear
7230,9/1/2021 9:51,68,1,4,64.66,Not Returned,In-Store,258.64,26-35,North,Accessories
7231,5/1/2021 2:56,71,44,6,52.95,Not Returned,Online,317.7,18-25,North,Accessories
7232,1/1/2021 9:56,98,27,1,39.67,Not Returned,Online,39.67,26-35,East,Foot wear
7234,6/1/2021 14:17,31,20,1,55.39,Not Returned,Online,55.39,36-45,South,Clothing
7235,11/1/2021 1:30,83,30,3,98.98,Not Returned,Online,296.94,56+,East,Clothing
7237,2/1/2021 9:48,77,5,3,39.17,Not Returned,Online,117.51,18-25,West,Clothing
7239,3/1/2021 19:45,90,18,5,49.19,Not Returned,Online,245.95,36-45,North,Foot wear
7240,5/1/2021 5:45,71,26,3,40.97,Not Returned,In-Store,122.91,18-25,North,Foot wear
7241,6/1/2021 5:33,71,8,2,63.8,Not Returned,Online,127.6,18-25,North,Accessories
7242,11/1/2021 1:57,86,41,6,77.78,Not Returned,Online,466.68,18-25,East,Accessories
7243,10/1/2021 13:36,82,26,6,85.91,Not Returned,Online,515.46,18-25,South,Foot wear
7244,10/1/2021 0:30,5,6,3,97.64,Not Returned,Online,292.92,56+,West,Accessories
7245,2/1/2021 14:55,34,17,7,54.35,Not Returned,Online,380.45,18-25,North,Accessories
7246,7/1/2021 2:08,33,32,2,53.16,Not Returned,Online,106.32,46-55,East,Clothing
7247,7/1/2021 3:00,30,16,1,37.3,Not Returned,In-Store,37.3,46-55,East,Foot wear
7248,6/1/2021 6:44,36,30,4,49.2,Not Returned,Online,196.8,56+,East,Clothing
7249,11/1/2021 4:02,83,18,7,95.73,Not Returned,In-Store,670.11,56+,East,Foot wear
7250,10/1/2021 9:08,98,17,6,77.54,Not Returned,In-Store,465.24,26-35,East,Accessories
7252,11/1/2021 3:16,34,11,5,28.44,Not Returned,Online,142.2,18-25,North,Clothing
7253,3/1/2021 9:21,28,20,2,67.68,Not Returned,Online,135.36,26-35,South,Clothing
7255,3/1/2021 10:27,25,9,7,35.49,Not Returned,Online,248.43,18-25,East,Foot wear
7257,8/1/2021 21:54,51,7,7,64.85,Not Returned,In-Store,453.95,46-55,East,Foot wear
7258,5/1/2021 19:45,41,32,3,26.04,Not Returned,Online,78.12,46-55,East,Clothing
7259,3/1/2021 9:00,92,9,2,45.2,Not Returned,Online,90.4,18-25,South,Foot wear
11027,10/1/2021 17:22,2,3,2,61.04,Not Returned,Online,122.08,56+,East,Foot wear
7261,8/1/2021 5:18,87,36,1,26.47,Not Returned,In-Store,26.47,18-25,South,Clothing
7263,9/1/2021 19:57,85,3,1,92.07,Not Returned,In-Store,92.07,18-25,North,Foot wear
7264,9/1/2021 23:30,78,17,3,89.83,Not Returned,Online,269.49,46-55,South,Accessories
7265,4/1/2021 15:06,55,46,1,91.39,Not Returned,In-Store,91.39,36-45,East,Clothing
7266,11/1/2021 2:52,82,5,1,68.16,Not Returned,In-Store,68.16,18-25,South,Clothing
